title,text
우리은행 아동복지시설에 방역비 1억원 지원,권광석 우리은행장 오른쪽 이 1일 서울 소공로 우리은행 본점에서 아동복지시설에 1억원 후원금을 전달한 후 이제훈 초록우산 어린이재단 회장과 기념촬영을 하고 있다. 우리은행 제공 파이낸셜뉴스 우리은행은 자체 방역에 어려움을 겪는 아동복지시설에 1억원을 지원한다고 1일 밝혔다. 권광석 우리은행장은 이날 서울 소공로 우리은행 본점에서 이제훈 초록우산 어린이재단 회장을 만나 후원금을 전달했다. 후원금은 서울·경기 소재 160곳의 지역아동센터 보육원 등 아동복지시설을 방역하는 데 쓰인다. 아동복지시설은 코로나19를 비롯 질병에 노출되기 쉽지만 예산 부족으로 방역에 어려움을 겪어왔다. 권 행장은 우리은행은 앞으로도 미래세대의 건강한 성장과 발달을 돕기 위해 다양한 사회공헌 활동을 펼칠 것 이라고 말했다. 앞서 우리은행은 대구·경북 지역 취약계층에 5억원 상당의 물품 및 성금을 전달하고 감염 고위험군에 예방키트를 지원했다.
김군호 코넥스협회장 꽃 선물 동참,코넥스협회는 김군호 협회장 사진 이 꽃 선물 릴레이 캠페인 에 동참한다고 1일 밝혔다. 정부기관과 지자체 등의 참여가 이어지는 가운데 김 협회장은 한국거래소 정지원 이사장의 지명을 받아 동참하게 됐다. 김 협회장은 최근 코로나19로 인해 어려움을 겪고 있는 화훼농가를 비롯 모든 분들께 희망이 되는 캠페인이 되길 바란다 며 배려와 협력으로 코로나19를 이겨내고 전국에 활짝 핀 개나리처럼 대한민국 경제도 하루빨리 활짝 피기를 바란다 고 말했다. 김 협회장은 다음 참여자로 김창호 대경로봇기업진흥협회장 아진엑스텍 대표이사 서기만 경기벤처기업협회장 베셀 대표이사 을 추천했다.
강석균 안랩 신임 대표이사 취임,강석균 안랩 신임 대표이사 사진 가 1일 취임했다. 강 신임 대표는 한국IBM 스토리지사업 본부장 코오롱베니트 상무이사 한국인포매티카 대표이사 다이멘션데이타 사업총괄 부사장 액센츄어 금융산업그룹 전무 등 국내외 정보기술 IT 기업과 글로벌 경영컨설팅 회사에서 주요 직책을 두루 역임한 경영 전문가다. 강 대표는 창립 25주년을 맞아 새로운 도약을 도모해야 하는 중대한 시기에 고객 임직원 주주 등 모든 분의 기대에 부응하도록 최선의 노력을 다하겠다 고 말했다.
한종관 서울신보 이사장 심사 인력 300명 늘려 신속 금융지원,보증·상담 속도 2배 향상 기대 지난달 신용공급 1.2조 확대도 경영 컨설팅 등 업무영역 넓혀 소상공인 종합지원플랫폼 될것 한종관 서울신용보증재단 이사장이 서울경제와의 인터뷰에서 신종 코로나바이러스 감염증 사태로 피해를 입은 소기업·소상공인에 대한 금융지원 강화 방침을 설명하고 있다. 이호재기자 서울경제 “신종 코로나바이러스 감염증 코로나19 으로 피해가 막심한 소상공인과 자영업자들이 신속하게 금융지원을 받을 수 있게 보증 심사 인력을 300명 늘렸습니다. 이달 중순부터는 보증 처리와 관련한 병목 현상이 해소될 겁니다.” 한종관 사진 서울신용보증재단 이사장은 1일 서울 마포구 서울신보 본점에서 서울경제와 만나 “코로나19 여파로 어려움을 겪는 소상공인들의 신용 보증 신청이 폭주하면서 지난달 말 누적 상담건수가 6만891건으로 이미 지난해 연간 수준을 넘어섰다”며 “미증유의 비상경제시국인 만큼 대응도 빨라야 한다고 판단해 서울시·서울시의회와 긴밀한 협의를 통해 보증 전문 심사 인력을 우선적으로 늘렸다”며 이같이 강조했다. 그러면서 “코로나19로 소비가 위축되면서 가장 큰 타격을 받는 이들이 자영업자와 소상공인”이라면서 “확충한 인력으로 보증 처리 속도를 높여 이들이 제때 금융지원을 받아 위기를 극복할 수 있도록 도울 것”이라고 덧붙였다. 서울신보는 서울시 산하기관으로 담보력이 부족한 소기업·소상공인에게 신용보증서를 발급 은행에서 저금리 대출을 받을 수 있도록 지원하는 것이 주요 업무다. 서울시는 지난달 25일 서울지역 소상공인·자영업자를 위한 신용공급 규모를 기존 3조8 050억원에서 5조900억원으로 1조2 850억원 확대하는 내용의 ‘민생금융 혁신대책’을 내놨다. 자금 경색이 우려되는 소상공인·자영업자에게 신용 보증을 통해 금융권으로부터 자금을 조달할 수 있는 물꼬를 터주겠다는 것이다. 서울신보의 역할이 어느 때보다 중요해진 이유다. 한 이사장은 “긴급 상황인 만큼 목표한 보증 금액을 모두 소진할 수 있도록 심사절차도 완화했다”며 “서울시·서울시의회 등과 협의해 추가 예산을 확보해서 소상공인과 자영업자들이 자금 경색에 빠지지 않도록 할 것”이라고 힘줘 말했다. 코로나19 사태로 서울신보는 1999년 설립 이래 가장 바쁜 나날을 보내고 있다. 서울신보에 3월 한 달 동안 접수된 상담건수는 4만1 510건으로 전년동기대비 3.8배 증가했다. 하루 평균 상담건수만 1 500 2 000건에 이른다. 서울신보는 2015년 메르스 사태 이후 상담 및 보증접수를 인터넷·전화 예약 등 비대면 방식으로 전환했다. 이 때문에 새벽부터 보증 접수를 위해 몰려드는 신청자로 창구가 붐비는 일은 없었지만 보증 심사 처리 속도는 다소 떨어졌다. 신용보증기금에서 전무이사를 역임하는 등 신용 보증 업무에 ‘잔뼈’가 굵은 한 이사장은 이를 재빨리 간파 보증 심사 인력 확충 없이는 신속한 상황 대응이 불가능하다고 판단해 서울시를 설득했고 결국 예산을 받아냈다. 한 이사장은 “통상적인 공공기관의 채용 절차를 따르면 3개월 이상 걸려 ‘골든 타임’을 놓칠 수밖에 없었다”며 “시와 시의회도 현 위기 상황을 인식하고 있었기 때문에 패스트트랙을 통해 전문 인력을 확보할 수 있었다”고 강조했다. 그는 “지난달 두 차례에 걸쳐 전문 심사 인력을 100명 늘렸고 오는 6일 200명을 추가로 배치한다”며 “이들 인력이 풀 가동되는 이달 중순부터는 서울신보의 하루 보증 처리건수가 3 000건으로 지금보다 2배 이상 늘어 코로나19로 피해를 입은 소상공인·자영업자들이 원활하게 보증 서비스를 받을 수 있을 것”이라고 기대했다. 서울신보는 소상공인·자영업자에게 원활한 보증 지원을 위해 신한은행·우리은행 등 시중은행 564개 지점에 보증 관련 전담창구를 설치했다. 초저금리대출 상품은 기업은행에 보증 상담을 맡겼다. 아울러 고객센터 회선 및 인력을 확충해 방문 접수 때 2시간 걸리는 상담 시간을 15분으로 줄였다. 당장은 코로나19 피해기업 금융 지원에 집중하고 있지만 한 이사장은 서울신보를 ‘소기업·소상공인 종합지원 플랫폼 기관’으로 바꿔 나가겠다는 구상도 밝혔다. 신용보증과 같은 단순한 금융지원에서 벗어나 경영 컨설팅·클리닉과 같은 비금융지원도 강화해 나가겠다는 것이다. 그는 “기존 자금지원 중심 정책으로는 자영업자의 자생력을 키우는데 한계가 있다”며 “중소기업·소상공인의 경쟁력을 기르고 준비된 창업을 유도하기 위해선 금융과 비금융을 아우르는 종합지원이 필수”라고 강조했다. 그러면서 “서울신보는 소상공인이 창업부터 성장까지 내실있는 지원을 받을 수 있도록 보증지원 등 금융지원 중심에서 경영지원을 병행하는 패키지 지원으로 정책의 틀을 바꾸고 조직 정체성도 생애주기별 종합지원 플랫폼 기관으로 바꿔나갈 것”이라고 덧붙였다.
중기·소상공인 대출 만기연장…신속처리·사각지대 최소화해야,앵커 코로나19로 피해를 본 중소기업과 소상공인들을 위한 대출 만기 연장과 이자 납부 유예 신청이 오늘 1일 부터 시작됐습니다. 어떻게 해야 하는지 오정인 기자가 설명해드립니다. 기자 오늘부터 중소기업과 소상공인들은 대출 만기 연장이나 이자 상환 유예를 신청할 수 있습니다. 하지만 모든 중소기업이나 소상공인이 대상이 되는 건 아닙니다. 원리금을 연체하지 않고 폐업하지 않은 즉 부실이 없는 경우만 해당됩니다. 연매출 1억 원 이하 업체는 별도 증빙 없이 피해 업체로 분류됩니다. 연매출이 1억 원을 초과할 경우 증빙 자료를 제출하고 운영한 지 1년이 안된 사업자는 별도 서류로 대체할 수 있습니다. 만기 연장신청은 3월 31일까지 받은 기존 대출만 해당되며 9월 30일까지 상환기한이 도래하는 개인사업자를 포함한 중소기업 대출에만 적용됩니다. 하지만 처리 절차와 시기 사각지대 최소화는 당면 과제입니다. 김소영 서울대 경제학부 교수 얼마나 신속하게 공급이 될지 보증 문제 같은 게 있는 것 같아요. 사각지대를 더 보완하는 방법이 중요할 것으로 보이긴 해요. 추가적인 대책 나올 것으로 보여요. 하준경 한양대 경제학부 교수 크레딧 라인 신용공여 이 중요한 것 같고요. 그걸 확충해서 돈이 필요한 사람은 일단 돈을 쓸 수 있는 방법을 마련해줘야겠죠. 수개월째 코로나19 사태가 계속되는 가운데 이번 대책이 중소기업과 소상공인의 숨통을 틔워줄 수 있을지 주목됩니다. SBSCNBC 오정인입니다.
코로나19 확산세…닛케이지수 사흘째 하락·美 선물도 약세,앵커 아시아 주요국 증시도 일제히 하락했습니다. 특히 일본 닛케이 지수의 하락세가 두드러졌는데요. 류선우 기자 일본 증시가 유독 하락 폭이 컸습니다. 기자 그렇습니다. 오늘 1일 도쿄 증시 대표 지수인 닛케이지수는 4.5% 떨어져 18000선을 겨우 방어하며 거래를 마쳤고 주요 주가지수인 토픽스도 4% 가까이 떨어졌습니다. 전문가들은 코로나19 여파가 뒤늦게 시장에 반영됐다고 보는데요. 주요 지역 외출 자제령이 나온 데다 도쿄 봉쇄 가능성까지 거론되는 등 코로나19 공포감이 커지고 있기 때문입니다. 더욱이 오늘 일본은행이 발표한 제조 대기업의 업황 판단지수가 7년 만의 최대 낙폭을 기록한 것으로 나타나 불안 심리를 키웠다는 분석입니다. 다른 아시아 증시도 약세를 면치 못했습니다. 중국상해종합지수와 대만 가권은 각각 0.57% 0.46% 떨어졌고요. 홍콩 항셍지수도 2.19% 하락 마감했습니다. 앵커 미국 선물시장이 약세를 보이면서 하락 압력을 키웠는데 지금 분위기는 어떻습니까 기자 현재 미국 3대 주요 지수 선물은 3% 안팎으로 하락하고 있습니다. 백악관에서 코로나19 사망자가 최대 24만명이 나올 수 있다는 예측이 나오면서 낙폭을 키웠는데요. 오늘 밤 열리는 뉴욕 증시에서도 이 같은 분위기가 반영될 것으로 예상됩니다. SBSCNBC 류선우입니다.
코로나19 한국수력원자력 의료용 방호복 1100벌 기부,오순록 한국수력원자력 기획본부장 사진 왼쪽 이 ‘코로나19 대응 감염병관리기관’으로 지정된 경주 동국대학교병원에서 방호복 기부식을 가진 뒤 기념촬영을 하고 있다.ⓒ한국수력원자력 한국수력원자력은 신종 코로나바이러스 감염증 코로나19 과 사투를 벌이는 의료진과 구급대원을 위해 의료용 방호복을 기부했다고 1일 밝혔다. 이번에 기부되는 방호복은 총 1100벌이다. 코로나19 대응 감염병관리기관으로 지정된 경주 동국대학교병원과 경주 소방서에 전달됐다. 정재훈 한수원 사장은 최일선에서 헌신적으로 노력하고 계신 의료진과 구급대원들의 노고에 감사드리는 마음으로 이번 활동에 나섰다 며 어려운 시기 안정적인 발전소 운영으로 국민들께 안심을 드리는 것은 물론 사회적 책임도 다하겠다 고 말했다. 이와 함께 한수원은 코로나19 위기 극복을 위해 최근 대구·경북·경주 등에 총 8억여원의 성금을 지원했다. 경주 지역 아동센터 장애인종합복지관을 비롯해 전국 5개 원자력본부 주변 마을 345곳에 마스크 9만 4000여 장과 손세정제 1만여 개를 지원키도 했다. 국군장병들을 위한 보호구 1000세트와 전국 27개 선별진료소 의료진을 위한 1000만원 상당의 격려물품도 전달한 상태다.
포스코청암재단 코로나19 과로 사망 공무원 자녀에 장학금 전달,서울경제 포스코청암재단은 코로나 19 확산으로 시민의 건강과 생명을 지키기 위해 공무를 수행하다 사망한 공무원 2명을 ‘포스코히어로즈’로 선정하고 유가족에게 자녀 장학금을 전달했다고 1일 밝혔다. 포스코히어로즈로 선정된 전주시청 총무과 소속 고 신창섭 주무관은 지난달 20일 전주시에서 코로나19 첫 확진자가 발생하자 사망 전날까지 공휴일은 물론 심야까지 총력을 다해 코로나19 확산방지를 위한 업무를 수행하던 중 과로로 인해 사망했다. 또 성주군청 안전건설과 고 피재호 계장은 코로나19 대책본부 실무담당을 맡아 비상대응 및 방역활동을 위해 휴일도 없이 비상근무를 하던 중 피로가 누적되어 사무실에서 뇌출혈로 쓰러져 사망했다. 포스코히어로즈펠로십은 포스코의 기업이념인 ‘더불어 함께 발전하는 기업시민’에 입각해 국가와 사회의 정의를 위해 자신을 희생한 의인이나 의인의 자녀가 안정적으로 학업을 계속해 나갈 수 있도록 지원하는 장학사업이다.
코로나 때문에...현대차 3월 판매 21%…금융위기 이후 최대폭종합,서울 뉴시스 박주연 이종희 기자 현대자동차가 유럽과 미국의 신종 코로나바이러스 감염증 코로나19 확산으로 지난달 해외 판매실적에서 큰 타격을 입었다. 현대차는 지난달 국내외 시장에 30만8503대의 완성차를 판매했다고 1일 밝혔다. 지난해 같은 달에 비해 20.9% 감소한 수치다. 국내 판매는 지난해 같은 달에 비해 3.0% 증가한 7만2180대 해외 판매는 26.2% 감소한 23만6323대를 각각 나타냈다. 코로나19가 전세계적으로 빠르게 확산되며 해외 판매에 타격을 입혔다. 감소폭으로만 보면 금융위기가 있었던 2009년 1월에 기록한 26.7% 이후 최대치다. 국내시장에서 세단은 2만8860대 판매됐다. 그랜저 하이브리드 모델 3032대 포함 가 1만6600대 팔리며 실적을 견인했고 쏘나타 하이브리드 모델 720대 포함 7253대 아반떼 3886대 순이었다. 특히 그랜저는 1만7247대가 팔린 지난 2016년 12월 이래 3년3개월 만에 최대 판매 실적을 달성했다. 쏘나타도 전년 동월 대비 20.2%의 증가를 보이는 등 전체적인 수요 심리 위축에도 불구하고 신차들이 좋은 성적을 거두며 판매를 견인했다. 오는 7일 출시를 앞둔 신형 아반떼는 사전 계약일 하루 만에 1만 대를 돌파하며 앞으로의 판매 기대감을 고조시켰다. 레저차량 RV 은 국내시장에서 2만2526대 판매됐다. 팰리세이드가 6293대 싼타페가 5788대 코나 하이브리드 모델 697대 전기차 모델 1391대 포함 가 5006대 각각 판매됐다. 상용차는 그랜드 스타렉스와 포터를 합한 소형 상용차가 1만 2071대 판매를 기록했고 중대형 버스와 트럭을 합한 대형 상용차는 2700대가 팔렸다. 프리미엄 브랜드 제네시스는 6203대 판매됐다. GV80가 3268대 팔리며 실적을 견인했고 G90가 1209대 G70가 1109대 G80가 구형 모델 546대 포함 617대 각각 판매됐다. 지난 30일 7년 만에 신형 모델을 출시한 G80는 럭셔리 세단 시장에서는 이례적으로 출시 하루 만에 2만 2천 대 계약을 돌파하며 돌풍을 일으켰다. 현대차 관계자는 코로나19의 영향으로 생산 차질과 수요 위축에도 불구하고 신차 효과 덕분에 판매가 증가됐다 며 위기 상황을 극복하기 위한 활동에 전사적인 역량을 집중하고 판매 정상화를 위해 힘쓸 것 이라고 말했다. 해외판매는 부진했다. 코로나19로 인한 수요 위축과 일부 해외 공장의 가동 중단 등이 판매 악화에 영향을 미쳤다. 현대차 관계자는 전 세계에 유례없이 닥친 위기 상황을 타계하기 위해 각 지역별 대응책을 마련하고 조기 정상화를 위해 힘쓸 것이다 며 부정적인 영향을 최소화 하고 안정적인 공급망을 확보하기 위한 적극적인 리스크 관리 노력을 이어갈 것 이라고 밝혔다.
3월 항공 여객수 170만명 그쳐… 통계 작성 이래 최소,31일 오후 서울 강서구 김포국제공항 국제선 청사가 썰렁한 모습을 보이고 있다. 한국공항공사에 따르면 김포공항 하계 4∼9월 운항 스케줄 이 시행되는 이달 30일부터 다음 달 5일까지는 김포공항에서 국제선 비행기가 한 대도 운항하지 않는다. 연합뉴스 신종 코로나바이러스 감염증 코로나19 여파로 전 세계 하늘길이 닫히면서 지난달 항공 여객수가 1997년 통계 작성 이후 최소 수치를 기록했다. 1일 항공정보포털시스템과 한국항공협회에 따르면 3월 국내ㆍ국제선을 합한 항공 여객수는 174만 3 583명으로 집계됐다. 이는 1997년 1월 관련 통계 집계가 시작된 이래 23년 만에 최소 수치다. 항공 여객수는 2003년 6월 299만345명을 기록한 이후 한 번도 300만명 밑으로 떨어진 적이 없었다. 항공 여객 수는 올해 1월 1 062만925명에서 코로나19 확산이 시작된 2월 550만76명으로 반토막 이 났고 3월에는 전달 대비 68.3%나 급감했다. 한편 항공사별 여객수에서는 대한항공 37만8 588명 이 창립 이후 처음으로 아시아나항공 39만8 260명 에 1위 자리를 내줬다. 항공업계 관계자는 “전 세계적으로 코로나19 사태가 장기화할 경우 4월 여객수는 3월보다 더 적을 수도 있다”고 말했다.
셧다운 도미노 현대차…정의선 효과 방화벽 될까,대주주 지분매입에 주가 저점서 22% 올라 글로벌 거점공장 셧다운 이어 3월 판매부진까지 적신호 켜져 이데일리 오희나 기자 신종 코로나바이러스 감염증 코로나19 으로 글로벌 셧다운 도미노가 이어지면서 현대차의 실적에도 ‘경고등’이 켜졌다. 해외 판매 실적이 꺾이는 등 ‘코로나19’ 충격이 본격화되면서다. 정의선 수석부회장의 지분 매입으로 활기를 찾았던 주가가 우상향을 이어갈수 있을지 관심이다. 1일 마켓포인트에 따르면 현대차 005380 는 전거래일보다 3300원 3.72% 내린 8만5400원에 거래를 마쳤다. 앞서 정의선 현대차그룹 수석부회장이 지난 19일부터 25일까지 5거래일 동안 현대차와 현대모비스 주식을 매입했다는 소식에 지난달 20일 이후 주가가 22%가량 올랐다. 코로나19 여파로 인한 글로벌 경기위축 우려에다가 글로벌 주요 거점 공장들이 셧다운됐다는 소식에 연일 52주 신저가를 이어가던 주가가 최대주주 지분 매입 소식에 수직 상승한 것이다. ◇정의선 부회장 지분매입 “주가 방어효과 톡톡” 정 수석부회장은 지난 19일부터 5일간 현대차 주식 58만1333주 405억7000만여원 현대모비스 30만3759주 410억9000여만원 를 장내 매수했다. 이번 주식 매수로 정 수석부회장의 현대차 지분은 2.62% 현대모비스 지분은 0.32%로 증가했다. 김진우 한국투자증권 연구원은 “대주주의 직접적인 장내 지분 매입은 주가 방어의지를 보여주고 지배구조를 위한 포석을 놓는 1석 2조 효과”라며 “특히 시간외대량매매가 아닌 장내 매수 방식으로 여러 날짜에 나눠 취득이 이뤄지면서 주가 방어 효과가 극대화됐다”고 강조했다. 이어 “이번 하락을 통해 취득한 지분은 지배구조 개편과정에서도 활용이 가능할 것”이라며 “향후 재조정이 찾아오더라도 추가 취득으로 적극적인 주가 방어에 나설 전망”이라고 판단했다. ◇코로나19 타격 글로벌 판매 꺾여..실적 추정치도 하향 다만 시장에서는 현대차의 전망을 다소 어둡게 보고 있다. 이번 지분 취득에 대해 긍정적인 평가를 내리면서도 코로나19 확산에 따른 소비 심리 위축으로 자동차 산업은 영향을 크게 받을 업종 중 하나라는 설명이다. 실제로 코로나19 영향이 본격화하면서 지난달 현대차의 해외 판매실적이 고꾸라졌다. 현대차의 3월 판매량은 30만8503대로 전년동기대비 20.9% 감소했다. 국내와 해외 판매는 각각 7만2180대 23만6323대 수준으로 국내에서는 신차효과와 개별 소비세 인하 영향으로 판매가 3.0% 증가하며 선방했는데 해외에선 26.2% 감소했다. 코로나19로 인한 수요 위축과 공장 가동 중단이 가시화된 셈이다. 앞서 이러한 흐름을 반영해 국제 신용평가사 무디스는 현대차와 기아차의 신용등급을 하향 조정 검토 대상에 올리기도 했다. 무디스는 “향후 수개월 간 신차 수요가 의미 있게 약화할 것”이라며 “특히 유럽·중동·아프리카 EMEA 및 북미 시장에서 이러한 수요 둔화가 두드러질 것으로 예상되는 점을 고려했다”고 설명했다. 이어 “미국과 EMEA 지역의 급속한 신종 코로나바이러스 감염증 확산으로 현대차와 기아차의 생산설비 가동 중단이 장기화하고 자동차 판매 대수 회복이 상당히 지연될 수 있다”고 전망했다. 무디스는 현대차와 기아차에 각각 장기 기업신용등급 ‘Baa1’을 부여하고 있다. 이지웅 한국기업평가 연구원은 “한국과 중국공장은 가동을 재개했지만 원활한 생산은 제한적”이라며 “완성차업체 위축은 자동차업계 공급망 전반에 영향을 미치면서 부품업체 부담을 가중시킬 것”이라고 전망했다. 이어 “공급 이슈가 해소되더라도 수요회복이 관건인데 고가 내구재로 소비이연 가능성이 높은 자동차 성격 감안 시 판매 감소 가능성이 높다”면서 “중소 부품사들은 유동성 위험 증가 가능성을 배제하기 어렵다”고 판단했다. 상황이 이렇자 현대차의 실적 추정치도 지속적으로 하향조정되는 추세다. 현대차의 올해 1분기 실적컨센서스는 매출액과 영업이익이 각각 24조963억원 8960억원으로 전년동기대비 각각 0.46% 8.62% 증가할 것으로 추정된다. 1개월 전보다 각각 4.7% 20.8% 추정치가 줄어든 수준이다. 연간 실적 컨센서스는 매출액이 107조6141억원으로 전년대비 1.77% 늘고 영업이익은 4조5959억원으로 27.47% 증가할 것으로 전망된다. 임은영 삼성증권 연구원은 “주가 폭락의 시기에서 다소 벗어났지만 코로나19와 유가하락이 실적에 미치는 영향은 아직 현실화되지 않았다”고 지적했다. 일부에서는 신차 모멘텀이 이어질 것이라며 하반기를 봐야 한다는 지적도 있다. 유지웅 이베스트증권 연구원은 “대형 SUV 3세대 플랫폼 양산 본격화로 시작된 신차 사이클은 올해 하반기로 갈수록 제네시스 판매량 증가 E GMP에 대한 기대감으로 이어지며 기업가치 재평가가 이어질 것”이라며 “연초 출시된 제네시스의 GV80의 경우 인상적인 소비자 반응을 얻고 있고 3분기부터는 3세대 플랫폼 기반 볼륨모델의 북미생산이 집중돼 있어 하반기부터는 외형성장이 재개될 예정”이라고 내다봤다.
써브웨이 국내 매장 수 400개 돌파 ‘승승장구’ … 웰빙1인가구 트렌드 부합하는 외식 브랜드로 주목,외식 프랜차이즈 브랜드 써브웨이가 국내에서도 매장 수 400개를 돌파하며 승승장구하고 있다. 2030 대세 글로벌 샌드위치 브랜드 써브웨이 Subway® 는 광주광역시 북구 운암동에 써브웨이 국내 400호점 ‘광주운암점’을 정식 오픈했다. 400호점 광주운암점은 2017년 광주충장로점을 개점한 이후 여섯 번째 광주지역 매장이다. 주상복합상권으로 접근성이 좋고 유동인구가 많아 광주 지역에서 써브웨이의 상승세를 이어갈 것으로 기대된다. 써브웨이는 2020년 1 4분기 동안에만 13개의 신규 매장을 추가하며 국내 가맹점 수 400개를 달성했다. 2017년 300호점을 돌파한 지 2년 3개월 만이다. 1991년 여의도 63빌딩 지하 아케이드에서 출발한 써브웨이의 매장 수는 2015년 151개 2016년 214개 2017년 304개 2018년 352개 2019년 387개로 증가했다. 이는 2015년 151개에서 2.6배 이상 증가한 수치로 최근 5년간 연평균 매장 수 증가율 27.2%를 기록하며 꾸준한 성장세를 이어가고 있다. 써브웨이는 최근 웰빙 트렌드와 1인가구가 확산됨에 따라 신선한 식재료를 사용해 간편하면서도 건강한 한 끼를 해결할 수 있는 최고의 외식 브랜드로 자리매김했다. 특히 주요 소비계층으로 떠오른 MZ세대 밀레니얼 Z세대 의 절대적인 지지를 얻고 있는 트렌디한 브랜드라는 점 또한 써브웨이의 성장에 크게 기여했다. 써브웨이 고유의 커스터마이징 주문 방식이 MZ세대의 가치지향적 소비성향과 맞아떨어지면서 인기가 폭발적으로 증가한 것. 써브웨이는 개인의 취향에 따라 수천 가지 조합의 ‘맞춤형’ 샌드위치를 즐길 수 있다는 점 다양한 SNS 채널을 통해 자신만의 꿀조합 레시피를 공유하고 삭제 매장에서 레시피 대로 주문해 먹는 것을 인증하는 것이 MZ세대의 ‘놀이 문화’로 자리매김했다는 점 MZ세대와 양방향 소통을 지향하는 트렌디한 마케팅 활동을 추가 진행한다는 점 등을 인기 비결로 꼽았다. 써브웨이 관계자는 “계속되는 경기 불황 속에도 불구하고 써브웨이를 향한 고객의 사랑과 가맹점주의 노력으로 400호점 돌파라는 값진 성과를 거뒀다”라며 “앞으로도 55년 간 쌓아온 브랜드 운영 노하우를 바탕으로 가맹점주의 성장을 돕고 삭제 고객에게는 늘 맛있고 건강한 샌드위치를 선보이는 국내 최고의 샌드위치 브랜드로 함께 하겠다”고 말했다. 한편 써브웨이는 400호점 돌파에 힘입어 올해 국내 가맹점 수 450개를 달성하는 것이 목표다. 또한 수도권 지역의 높은 브랜드 인지도를 바탕으로 지방 소도시 등 전국으로 사업영역을 확대해 나갈 예정이다. 현재 강원·충북 지역의 지사 설립을 구체적으로 검토 중이며 지사 설립 후 가맹점 개설도 본격적으로 진행한다는 계획이다.
코스피 또 1700선 붕괴…외인·기관 1조원대 매도 폭탄,앵커 주식시장이 또다시 주저앉았습니다. 코스피는 1700선이 무너졌고 안정을 되찾는 듯했던 원·달러 환율도 큰 폭으로 올랐습니다. 류정훈 기자 오전까지 잘 버티던 증시가 마감 전 낙폭을 키웠어요. 왜 그런 겁니까 기자 말씀하신 것처럼 오늘 1일 코스피는 보합세를 유지하며 선방하다가 장 막판에 갑자기 밀렸는데요. 한때 중국발 제조업 지표 개선 소식과 경기 부양책 등에 대한 기대로 코스피는 상승세를 보이기도 했습니다. 하지만 트럼프 대통령이 앞으로 미국의 코로나19 상황에 대해 매우 고통스러운 2주가 될 것 이라며 우려감을 키우는 발언으로 미국 시간 외 선물시장이 급락하면서 코스피도 직격탄을 맞았습니다. 개인이 1조원 넘게 순매수에 나섰지만 외국인과 기관이 각각 5790억원 6203억원 순매도해 낙폭을 키웠습니다. 결국 코스피는 3.94% 내린 1685.46 코스닥은 3.03% 내린 551.84에 장을 마쳤습니다. 앵커 원·달러 환율도 큰 폭으로 움직였죠 기자 그렇습니다. 원달러환율도 13원 10전 오른 1230원 50전에 거래를 마쳤는데요. 다행스러운 것은 어느 정도 환율 변동성을 줄일 수 있게 됐다는 점입니다. 전문가들은 그나마 어제 한미 통화스와프로 시장에 달러가 공급돼 환율 상승을 제어할 수 있었다고 분석했습니다. 또한 미 연준이 달러 유동성 공급을 위해 해외 중앙은행과 미 국채를 담보로 한 환매조건부채권 거래를 시행하겠다고 밝힌 것도 환율의 급등을 억제하는데 도움을 줬다는 분석이 나옵니다. SBSCNBC 류정훈입니다.
